Generation,Performance_p_m_0.1,Diversity_p_m_0.1,Performance_p_m_0.25,Diversity_p_m_0.25,Performance_p_m_0.5,Diversity_p_m_0.5,Performance_p_m_0.75,Diversity_p_m_0.75,Performance_p_m_0.9,Diversity_p_m_0.9
79,61.5149661361732,1.0231974646435131,61.566028757873575,1.1269362401292777,61.19674781856082,0.9441885137505975,60.20632384450072,2.434784382521635,60.08578016666375,2.2902442418261244
80,61.56561039855984,1.0620252494423765,61.56907878481975,1.1434492308220525,61.23297884606546,0.9436339611634006,60.07776181293691,2.4757537253602537,60.138252958513725,2.2797747814859353
81,61.61064542704998,0.9679292955809893,61.57798504575532,1.123448841530901,61.20457156661376,0.9253654646151465,60.22685178593932,2.0727453145272,60.20461342044612,2.268272872482253
82,61.62927421789833,0.982869802763605,61.60557750239395,1.067651428366594,61.18029993108884,0.9001313777898142,60.20346148510031,2.0625381200568924,60.181337553850476,2.1260715820909737
83,61.64348843642406,0.8785023224007098,61.62440183641834,1.05833267343663,61.20706762576147,0.8960632418114124,60.19741268297136,2.002103005821174,60.11585579047103,2.111298829903063
84,61.655729161329674,0.8867695163208551,61.653255679549474,1.0396392950702475,61.18540117225428,0.9044007455722994,60.060672139956345,2.007602567419715,60.10031479506969,2.0782268307922878
85,61.666826166714685,0.8822595101168905,61.65001447918267,1.0332194778097712,61.16130364666434,0.8339994018379242,60.207245915890226,1.9680420085777495,60.13388766205491,2.0906301859859338
86,61.68202404854692,0.8554479504925485,61.66399020877655,0.9389329975263024,61.16570265750197,0.8057836513479518,60.19708412136977,1.9281106797517642,60.22701928703862,2.0711624305278296
87,61.67852408539696,0.8570473571536925,61.62607397076326,0.9270873021280869,61.21092988658915,0.7891356830525423,60.25943216201037,1.9031070298202983,60.237881560061886,2.0675476795072116
88,61.69053276116085,0.847865814389069,61.63157754166293,0.901644813444863,61.16784000972824,0.8271114593904952,60.373039354940246,1.8865662566026218,60.16341015114874,1.880511972818389
89,61.698868564885224,0.83948948949448,61.63265928002105,0.8903855596452223,61.115641749277216,0.8226308033370255,60.41843206957389,1.870000520797998,60.21380307793771,1.3875090497396947
90,61.70733941755189,0.8291387470298127,61.6245117433467,0.8911755004141114,61.17383041755896,0.8225652651150314,60.3834063499188,1.852946776356201,60.17088904635332,1.392613916944172
91,61.71464698722525,0.8164168294347425,61.60707461376282,0.8732247264338949,61.19444126415081,0.8496269714295085,60.41166859171801,1.808225112940903,60.18128766350103,1.3800893723245027
92,61.71615127816451,0.8122748722661436,61.61709144323816,0.8607931922062222,61.16338445148836,0.8906202159441808,60.40556922220351,1.760794288589695,60.16126281334758,1.411939895945923
93,61.723580574075534,0.7994964069991243,61.62245070392504,0.8652599667677906,61.16433165980601,0.8987837370830896,60.413721384754886,1.742075057726235,60.08319776293858,1.417830951463509
94,61.68991837106987,0.9052870740403419,61.580082145687456,0.8733995792602239,61.19092819381385,0.8661938281038052,60.491623168103196,1.6996185594827988,60.01290956446317,1.4891380911788612
95,61.69928324540199,0.8936842068030654,61.558328796936195,0.8654063338000549,61.2443196434529,0.8564459188578181,60.57045022377792,1.6379608138396409,59.85799675912214,1.5496675583807826
96,61.70414173529397,0.8842397163850272,61.54977605596404,0.8559717587383142,61.31077410845291,0.8238731576405431,60.55107801094462,1.6269173970571502,59.88354872410611,1.5562819154635739
97,61.71030928202786,0.8036304613586425,61.55765490941503,0.8518431205263249,61.236454877438334,0.8432116919906264,60.54021281988248,1.626302388063961,59.95828213327652,1.5462673983708897
98,61.71692564764795,0.7910001834847734,61.56745066045707,0.8436788469015611,61.17651534938117,0.8445200341735127,60.522367237461175,1.6030111684204094,59.95896793602655,1.529197003823042
99,61.723686242441175,0.7840476371837174,61.5792409774173,0.8361125442771965,61.191548455776456,0.8571468494893418,60.508063497221436,1.6120877892035583,59.9136236527614,1.5375364962941303
100,61.734441978399346,0.7588198974120223,61.5797909653589,0.8495486035610876,61.23505375140476,0.8497828806060875,60.53968928126912,1.609224637368471,59.908584946558065,1.495998702881624
101,61.74297863513426,0.7463432788290628,61.58666201929517,0.8353903654372514,61.20239876738047,0.8386320206653196,60.540566383495474,1.6219392482631625,59.805801250975115,1.4960673161306248
